fname,label,Acoustic_guitar,Bass_drum,Cello,Clarinet,Double_bass,Flute,Hi-hat,Saxophone,Snare_drum,Violin_or_fiddle,y_pred
5388d14d.wav,Saxophone,6.188639963511378e-05,0.017843276262283325,0.0007401907350867987,0.0010328722419217229,3.658910827653017e-06,0.011247686110436916,8.807428093859926e-05,0.96182781457901,0.00011994618398603052,0.007034467998892069,Saxophone
c685f05f.wav,Saxophone,3.402807851671241e-05,8.147405605996028e-05,0.00026799002080224454,0.0020071817561984062,1.1249826457060408e-05,0.029648233205080032,9.053532994585112e-05,0.962245762348175,0.00032502273097634315,0.0052885315380990505,Saxophone
36d20ab5.wav,Saxophone,0.00038788167876191437,0.00013987741840537637,0.00381872639991343,0.003009689738973975,0.006272126454859972,0.00040366334724240005,3.506942221065401e-07,0.9842607975006104,0.0016906949458643794,1.627161691430956e-05,Saxophone
d6665734.wav,Saxophone,0.0011966938618570566,2.4881763238226995e-05,0.04491846635937691,8.290167897939682e-05,2.2067386453272775e-05,0.024406934157013893,2.375406438659411e-06,0.9085037112236023,0.010267762467265129,0.010574331507086754,Saxophone
7352e28f.wav,Saxophone,2.886219044739846e-05,5.142330450347288e-10,0.00017621695587877184,0.0012249341234564781,1.4626782558480045e-06,0.009842602536082268,2.50744474072917e-08,0.9886983633041382,5.7272494302651467e-08,2.7365045752958395e-05,Saxophone
8fa096bf.wav,Saxophone,0.00029431667644530535,8.810466169961728e-06,0.00014068848395254463,0.003209879156202078,0.00026728620287030935,0.0006509293452836573,3.5691384255187586e-05,0.9945253729820251,0.00031199873774312437,0.0005552615621127188,Saxophone
2f9c5f62.wav,Saxophone,7.799847662681714e-05,3.101690708717797e-07,5.26046242157463e-05,0.051840707659721375,6.181318894959986e-05,0.0035897628404200077,0.0096384696662426,0.8833659887313843,0.027513422071933746,0.023858800530433655,Saxophone
9cd05a2b.wav,Saxophone,4.87839770357823e-07,2.3864276954554953e-07,0.0001729778596200049,1.8289925719727762e-05,2.5553892555763014e-05,0.02331734448671341,1.5855352586413574e-08,0.9756936430931091,1.640401933400426e-05,0.0007549345609731972,Saxophone
ab465bf9.wav,Saxophone,5.663264801114565e-06,1.1845306957525281e-08,9.60994202614529e-06,1.857423967521754e-06,7.155672676617542e-08,0.015095219947397709,2.3307782157644397e-06,0.9831455945968628,1.665588058585854e-07,0.0017393549205735326,Saxophone
c40632d7.wav,Saxophone,0.00037930248072370887,0.002295654034242034,0.006007642950862646,0.008142286911606789,3.222142913728021e-05,0.019951099529862404,0.00021200873015914112,0.9334384202957153,0.022067992016673088,0.007473311852663755,Saxophone
3a80061f.wav,Saxophone,0.0030445384327322245,2.234354070651534e-07,0.008669750764966011,0.0013156997738406062,1.0012760867539328e-05,0.011182622984051704,0.0001832142734201625,0.9564067721366882,0.01354934461414814,0.005637940485030413,Saxophone
dba6817d.wav,Saxophone,0.0005360990180633962,6.7757628130493686e-06,0.04711329936981201,0.013424311764538288,8.90325172804296e-05,0.03017820045351982,7.578170334454626e-05,0.9046415090560913,0.0012414241209626198,0.0026935061905533075,Saxophone
25f26095.wav,Saxophone,4.340542545833159e-06,5.9932604926871136e-05,0.0003123462665826082,0.0002451817854307592,9.971403414965607e-06,0.004176704213023186,0.0025380044244229794,0.9911969304084778,0.0002932029019575566,0.0011632705572992563,Saxophone
37cebbd4.wav,Saxophone,4.882150278717745e-06,1.9974756071405864e-08,3.714513877639547e-05,0.0014061906840652227,6.420244608307257e-05,0.020644141361117363,1.9524213712429628e-07,0.9764458537101746,3.1927611416904256e-06,0.00139415985904634,Saxophone
f8d96888.wav,Saxophone,0.009110319428145885,0.0001286787010030821,0.017227983102202415,0.0018695773323997855,0.0004982993705198169,0.003786941757425666,1.16999717647559e-06,0.9607296586036682,0.0009641401702538133,0.0056832050904631615,Saxophone
d94c94f0.wav,Saxophone,0.029569655656814575,3.6469208453127067e-07,0.00030499810236506164,0.001180707011371851,4.6082357584964484e-05,0.0011554387165233493,8.657763828523457e-06,0.9627243280410767,0.004384748172014952,0.0006249563884921372,Saxophone
ec6afeb6.wav,Saxophone,2.020130523305852e-06,2.3431243612037633e-09,8.319740118167829e-06,9.998292625823524e-06,2.1248668417683803e-05,0.00033980474108830094,2.9295382092398015e-11,0.9987868666648865,9.068450879112788e-09,0.0008321761270053685,Saxophone
5f0dc8e4.wav,Saxophone,1.404591603204608e-05,3.3098292995248357e-09,0.0011344690574333072,0.004397960379719734,7.658701974833093e-07,0.0038364629726856947,1.0275486062027994e-07,0.9904600977897644,3.975477011408657e-05,0.00011620375153142959,Saxophone
b8c0a88a.wav,Saxophone,1.0683946811695932e-06,5.305040405245384e-16,0.00017533589561935514,0.006108878646045923,4.000745956744822e-09,0.0036491130013018847,3.8846916135260035e-12,0.9900617003440857,4.40756025427147e-12,3.863578967866488e-06,Saxophone
96dad435.wav,Saxophone,0.004786080215126276,6.518112716236146e-09,0.001308632898144424,0.0023978480603545904,3.3175376756844344e-07,0.014765574596822262,2.1455695886629655e-08,0.9686347246170044,0.001986050046980381,0.006120877340435982,Saxophone
b120dc90.wav,Saxophone,0.013590545393526554,0.00017837362247519195,0.0007753720274195075,2.1855425075045787e-05,0.00408071419224143,0.0003569304244592786,0.004748547449707985,0.9707412719726562,0.0012572100386023521,0.004249168559908867,Saxophone
c1948f24.wav,Saxophone,7.130520316422917e-07,6.023294929491385e-08,1.69021532201441e-05,0.0001113819089368917,2.706100895011332e-05,0.004703143611550331,5.9950369321604136e-12,0.9951398968696594,7.461853357426662e-09,9.046819400282402e-07,Saxophone
ac097834.wav,Saxophone,2.314999846930732e-06,2.4895713067962788e-05,0.00030250524287112057,0.014729496091604233,0.0002545774623285979,0.08848079293966293,4.8130304186599915e-09,0.8960718512535095,6.969177775317803e-06,0.00012664354289881885,Saxophone
4345851e.wav,Saxophone,0.0022483293432742357,0.0007150531164370477,0.007989144884049892,0.007553791161626577,0.00015075209375936538,0.0055625056847929955,3.651803837101397e-08,0.9700158834457397,0.005548062734305859,0.00021648392430506647,Saxophone
5d4f8187.wav,Saxophone,0.008976927027106285,0.0005632744869217277,0.019489184021949768,0.0032477639615535736,8.246002107625827e-05,0.0025700097903609276,0.0003884140751324594,0.9642650485038757,0.0003128615499008447,0.00010404981730971485,Saxophone
b83049f4.wav,Saxophone,0.0003783471474889666,3.259321965742856e-05,0.0004267017648089677,0.0045960694551467896,6.374196527758613e-05,0.000689677195623517,3.420090479266946e-06,0.9927475452423096,1.3913104339735582e-05,0.0010481614153832197,Saxophone
c1c3c8b9.wav,Saxophone,5.883795165573247e-05,2.9479397767318005e-07,1.3947761544841342e-05,1.6508821545357932e-06,0.0013460639165714383,0.0071231890469789505,1.0191412158633284e-09,0.9913052320480347,2.5506679435238766e-07,0.00015091986279003322,Saxophone
78a86075.wav,Saxophone,1.5687357517890632e-05,4.8450598114868626e-05,0.01914389431476593,0.0004009640251751989,9.844469605013728e-05,0.002282507950440049,9.939757546817418e-06,0.9779298305511475,7.31081217963947e-06,6.309890159172937e-05,Saxophone
f0d315bc.wav,Saxophone,0.0002948818146251142,9.646181098332818e-08,0.0007328817155212164,0.004824091214686632,5.968981349724345e-05,0.013543659821152687,1.1765403229446747e-07,0.9499437808990479,0.005764387082308531,0.02483644336462021,Saxophone
9c0838c1.wav,Saxophone,0.00041118706576526165,1.0016421583713964e-05,0.0034960387274622917,0.00021251605357974768,6.658909228463017e-07,0.01803918555378914,0.00010978905629599467,0.9606773853302002,0.012735752388834953,0.004307315219193697,Saxophone
d6144e01.wav,Violin_or_fiddle,7.1777839748266015e-12,4.887141604449886e-28,1.6052668092361722e-12,5.1969163195053625e-08,1.427528779681559e-17,1.5780794726527603e-10,0.00017613769159652293,2.0409976486668313e-10,1.0683896789487335e-07,0.9998237490653992,Violin_or_fiddle
cfb9c5fd.wav,Violin_or_fiddle,0.00016086829418782145,0.003940243273973465,0.010159150697290897,0.0011501986300572753,8.611615339759737e-05,0.0036475853994488716,3.687649223138578e-05,0.0001838035968830809,0.0029845833778381348,0.9776507019996643,Violin_or_fiddle
c6865306.wav,Violin_or_fiddle,0.00659653777256608,2.482535137460218e-06,0.03732496500015259,0.00010803302575368434,4.247867036610842e-05,0.006003457587212324,0.0036141418386250734,0.01275984849780798,0.0016452547861263156,0.9319028854370117,Violin_or_fiddle
642aba58.wav,Violin_or_fiddle,3.13427226501517e-05,6.252226292247087e-09,0.00018051080405712128,1.81495906872442e-05,1.4141483006824274e-05,0.0006056457641534507,4.5504222612180456e-07,0.005529213231056929,8.259441528934985e-05,0.9935379028320312,Violin_or_fiddle
848faca3.wav,Violin_or_fiddle,5.727293228119379e-06,2.294055411766749e-05,0.0008900078246369958,1.914950189529918e-05,2.6035575046989834e-06,0.004560051020234823,0.008357462473213673,0.0027639376930892467,0.000869528972543776,0.9825085997581482,Violin_or_fiddle
7eb9dac0.wav,Violin_or_fiddle,0.000687978055793792,0.0012863697484135628,0.003012509783729911,0.0032924178522080183,8.050454925978556e-05,0.012544408440589905,0.0008492997149005532,0.001482614316046238,0.0009255805052816868,0.975838303565979,Violin_or_fiddle
8d7d7dba.wav,Violin_or_fiddle,0.0006466544000431895,0.00012687921116594225,0.025072259828448296,1.340239577984903e-05,2.622783176775556e-05,0.006549533922225237,0.0007055520545691252,0.006255927495658398,0.00015293032629415393,0.9604507684707642,Violin_or_fiddle
